identifier	label	val_fold
9a0b3578-c080-4851-86eb-cbe0e1d2c0be	1	1
68caf72a-c4fd-459a-be1a-1c8ffc6ff557	0	1
8c363077-ffad-4e98-9558-157b7e3a190c	1	1
a2a7f369-4978-4423-8982-d49a2a305e87	0	1
56bff442-911a-4e2a-b5e7-2780c4243192	0	1
cca7dfcb-f8f6-4df3-88bf-b4b8732a2bf5	0	1
4d8623b0-7004-42c8-be73-ad78a2c7b228	0	1
6de68fd8-0688-480c-8161-df9efa7c8eca	0	1
087b0fec-5fe8-4f39-b1bd-a4fc6e34bdb8	0	1
bf887cb5-b10d-4641-a4ff-5736388af708	0	1
e3a311d8-b788-4bd7-a0ff-fd3eb1735e0f	0	1
9548c2fd-c820-48f3-9b51-23b28dc161c8	0	1
68d6af62-db71-466c-bf38-c96d21bc3f34	0	1
a086e072-b543-4f69-85d8-e78f026defe9	0	1
50e327ff-4e66-4a4c-921a-5f294b541209	0	1
3e843c5b-c053-47ac-91b6-56aa2c28a849	0	1
ebf174a0-90c0-4fd8-b768-76e1e857cc62	0	1
e26b9211-2a24-4757-81ab-4fbd469115d7	0	1
69335ea2-ec9e-4165-943a-220b076cedeb	0	1
dc4cd787-ea2d-41a9-abc5-c24df4f0f4d6	1	1
967abaa8-0acf-497c-a2c6-1d4caf7ea001	0	1
73697ece-4051-4f78-baf7-a3293c625001	1	1
93996c45-13d9-42f9-b9cc-0d609ee70f56	1	1
6b6094e1-15ff-408f-a1fe-e0079c5bf6bd	1	1
b35ccc88-4012-4ce5-bb7a-192a1d32ba6b	0	1
4610bd06-6f84-4328-9c58-ea8eaa37ca22	0	1
2b0fa3b1-82b2-45b8-9678-b41471d5ef04	0	1
569d155f-ee7a-4197-b077-36bdd677cbb6	1	1
41975f82-f24a-4a97-a5a2-a17d8cd65de7	0	1
964ede3b-2429-40b1-bca9-de28b1406200	0	1
ac293778-560d-47d9-8db9-3a4b49f269d8	0	1
eb90a717-aa47-4cf9-a59a-ab9de3290d40	0	1
b09dc738-9f82-4a46-843e-5d11da3a81d0	0	1
d1da8d16-bc1a-48a2-9c7c-0d5323f12221	0	1
8e8e3d29-be1c-4bf2-b71c-9c536018a603	0	1
7fa0a2a6-0708-4b3d-9d75-947eb1e1831c	0	1
79fb61d9-c9b1-4cbd-a126-c19546f2c3fc	0	1
b6a901d3-b822-4e40-ac5c-94f6f28b5e99	0	1
6c527437-1327-49a3-a3a7-3ad3a174df34	0	1
4fcee90c-4e2b-4d21-93d8-45310b8ad6bf	1	1
a8834fb8-302f-4c48-8436-6c093ba1216d	0	1
e797ef23-89cf-48d4-8dab-bc24bc1fea8e	1	1
6fb4c438-7c1b-4b97-84af-2c2a7aa3ed8d	1	1
b05070de-e0a8-4666-bd2f-d5fa9ae65bbb	0	1
4992c34d-6f75-4c78-b44f-9d20132e88bb	0	1
61a4bcdd-0198-48f6-be59-17f1248b692a	0	1
5fd60a76-1ea3-4ca0-b14f-3807445f37f3	0	1
0d4f5680-73fb-4451-9749-10b74c3d9a73	0	1
99d0e9d2-35b1-476c-87f0-1c190f7cdce4	0	1
bd9548b2-4848-426d-b4bd-30d37f71db64	0	1
b11f1924-5559-4aa0-bb1f-2a002077fecb	0	1
78ba1a9f-25c9-4046-bbb6-1ca2ab02f13d	0	1
29d1bae5-f08e-41ee-8698-8f7d63e8c7f2	1	1
fa4a03cd-d82d-4cef-a739-5a3bc7661183	0	1
58ed8798-1d0a-480a-b0c3-64e80cc74c24	1	1
330b3bed-26d3-45e1-8c62-2b73c49d4977	0	1
f6628cc4-9d06-4853-9893-f48b242925d3	0	1
fdc6c07c-ad44-4a5f-86dc-a803c52d5df0	0	1
c76f5972-4d3b-4381-9324-765756228fc9	0	1
a9326585-eea9-481f-8d5e-f100bf8c4ca5	0	1
d57979a5-de3a-420c-9f2b-a99f0dfff49f	0	1
d3f7762e-8b00-4bf3-b59a-9ce234c2776e	0	1
fe4b8680-64df-4182-8d43-086a8896eb6a	0	1
d70ca175-ea25-40ac-aba4-9a86e695ea73	0	1
7ae67820-d511-455d-97b2-514863142e71	0	1
43df3dce-86c7-4068-984a-e074a8f31b52	0	1
f40fb215-a641-4401-a18c-bfdc4a7d58f6	0	1
0a9a038d-124e-43c5-af35-3b4b98061191	0	1
61007b3b-a650-4787-8dfb-b29d17079d86	0	1
3e07d556-7b8a-4556-81f8-bb1af53ac1b8	1	1
2805cfcb-2534-426e-97fc-dca13a8c2831	0	1
7422751c-4f0b-4bee-b85d-89fd089a0227	0	1
1fe1eb48-bf89-4f9a-a024-cf9689739e56	0	1
a439f448-ccd3-4957-9c1c-2ea85c3facb9	1	1
25f98e1a-46ea-49ea-8e5e-205f282e46ba	1	1
360208a9-3246-47ad-8889-24041aa9bc1c	1	1
f85a089a-650d-43f8-99d7-1f54ac841555	0	1
0214ffbd-36ed-4937-990f-4d8b6f906cfa	0	1
f47fafa2-e986-4077-ae69-2deecdde8564	1	1
bbf6232e-6173-4bda-a80d-7a7edab83029	0	1
707ed564-7004-4645-82d1-6f1d87bf2afa	0	1
7d021065-20f0-42d2-bfe3-1f75b7e5cda7	0	1
7bf536bc-f3f9-4811-907e-67d6b2e094d2	1	1
df52f19d-4e54-45f7-99ad-dfd0ba6554bf	0	1
49c82fa9-f100-4834-97a0-42cb480389f3	0	1
774ab450-5c95-4ad2-a218-cf4366502dd2	0	1
655bb843-2145-4fae-895b-0fb3d02d04b6	1	1
6f3bbf95-978d-41ce-903e-ff4e3221aa2d	0	1
55c3650b-68ce-4290-a6fe-fe8bdc4f7ea4	0	1
bb7514ad-b3f0-4815-b74c-0a10f8c26c1f	0	1
d69bfced-56e2-42c1-b014-6b6b4bbcfddd	0	1
1d5d24c1-10d7-485a-b1b6-c4ebf9a25226	1	1
ac5c0e6e-ebae-4950-be09-1e456985de1a	0	1
c472d9c3-f809-4f4a-b7cb-3a69e53ad864	0	1
ac087942-3287-47ba-8027-24005d4461b1	0	1
ed338474-eae0-4bcb-a111-f7b1737e2db9	0	1
5591d60f-9027-423a-94fa-527da3dc8c94	1	1
79cb2eb9-972f-41fa-8d73-12b48290a444	1	1
65bbd9f9-7b6c-4968-8dbd-9f1f7a204dab	0	1
229094cb-9a04-445e-b334-6e5ca566e095	0	1
b4c93375-cc5d-4a5e-8d3d-b600638c4e81	0	1
2b8bcafb-8e0f-42f5-8cd2-b2e16d7533df	1	1
354abd09-d2e3-468f-a5a1-b32e5ff78b86	0	1
ce3451ce-5e33-4496-9d9b-050d4aa03155	0	1
52f37ebe-5494-4ca3-8782-6b6a66ba7288	0	1
e76a7a07-0880-424a-89f9-c6eb9b5a8eb9	1	1
052efdeb-d00f-440c-8cd9-f68afff5ff1e	0	1
187af73b-b17a-4236-b123-1f0cee98b672	1	1
3f54bfe9-f229-4bbc-b96b-7e7f34972c42	0	1
0f2ec0ec-9e44-4ffc-8d68-049f9b0e093f	1	1
832e6242-8904-478b-adaa-13bfdcee4543	0	1
27cbdd41-59d8-42ac-90a2-18669a152d6b	0	1
062f18d4-62eb-46cf-8525-1bc7a9826dac	0	1
28dcb9d7-6f53-4b62-918a-760c5b7585f7	0	1
d88bc838-7877-4716-8f95-12fa4e772d93	0	1
1ee5ffe4-0efe-4a9c-b703-e2324d8f487c	0	1
95007657-7204-480d-95f4-66f5c7939a13	1	1
eb7fd293-6856-46a2-a381-55ab71f678f0	0	1
7231a648-9fff-4fc2-9ba0-6b84485216ee	1	1
afb1386d-6a80-4ed0-b1c0-e731f0827ab5	0	1
4fb6ffa9-1667-456c-a7b8-4b0bb287db4c	0	1
5ca31f4b-8b04-4eb7-87cf-ac54eba11184	0	1
024ea766-7ff1-4678-9ee3-e2bef584854a	0	1
8b5153e0-1d4f-40d0-b705-7a3e00b69647	0	1
349ae81e-706f-4998-a9b0-ea0baa011a87	0	1
6f88ff8d-e233-462c-992c-0e52ab9da23b	1	1
008bf36c-40e1-4790-af66-89995f2a7428	0	1
63e5d4d3-2c46-4f8a-9672-891f33342cdc	1	1
daa36f46-d072-42dc-95da-66050f3ad291	1	1
e2a0eed2-c57b-49ba-96bd-87eeab22e05b	0	1
cb637c58-edc9-4543-99b3-02b5cbc9130e	1	1
6710ed76-9cca-4a5c-a8ca-b25e85ee5703	1	1
f1a7da31-1185-46cd-94cc-a32b734f7147	1	1
172a8373-da34-43da-a410-988b3dce1c9b	1	1
a8c4bacf-87de-47f4-bd84-0ca7af868283	1	1
5b5ab065-1986-4e1a-9aab-aefab6592d66	0	1
61354b4d-80eb-4c34-b5fe-7f7693b4d36c	0	1
ee13164e-4ecd-4ccf-8bb4-bcdef9c48e4e	0	1
2b278eab-bbf2-4fd8-81f8-3a466621fd6d	1	1
99637de9-f695-4f10-b794-9fa6d6405da6	1	1
04ee9ef9-ba07-4e0e-8a89-64c9b68912f1	0	1
3555f815-13f3-460c-999e-677cea17d284	0	1
644c608d-7e69-4737-b479-c8bbd7176f71	0	1
8cab4abd-02bc-44e0-a122-a276722655e7	1	1
7c16816c-6fe4-42f0-a275-8e8a67e879ea	1	1
60c6b690-5793-46d4-995a-cd024ede133c	1	1
f8413a23-295c-48a3-a140-1706c1edc803	0	1
1b33f2e9-ab3a-42ad-8260-a4354f3a64db	0	1
d043bbc5-2926-4a27-bda5-e1bb9b3e4760	1	1
a35b6348-0e8e-469e-9603-9d4ddb115f62	0	1
213728b5-a4d3-46ff-9ccf-87504d852e23	1	1
d4921a8a-a1ed-452e-a3a6-d59ea255aa30	0	1
edd11d34-6008-41d9-aafb-71eec25dcb7c	0	1
e359e2e2-a5cf-422e-bd67-0b2f58d2bf29	1	1
4b12e130-a824-4a1a-8130-81f4f3e99af3	0	1
5c1fe1e1-30b5-41bc-9098-e06a3139d2fb	0	1
50ce036d-7d82-4497-9281-a8e1d4fac108	0	1
6db0f28b-8246-4712-b3c1-97729878709c	0	1
f5b1cd69-f7c6-4c7a-8219-e28ee5ecee8f	0	1
3cc72406-9660-4394-ac8c-5026abff071b	0	1
357283cd-96db-448d-8bcc-b75701e1a4a5	0	1
1e59c7b5-dbab-469a-b58e-f4455c0b0646	0	1
1ff7a2bc-6e72-424c-adcd-d39eea391ff6	0	1
1f105817-60fd-420f-bdac-991197c33c73	0	1
b0fabf4d-4bdc-41f6-ab04-7a7087d80d5c	0	1
75556b67-0556-4fa4-89f3-ee46748becf2	0	1
4a01be2f-23fc-4da6-8f87-90df84da4720	0	1
719d84db-3e61-49e0-8213-2f93304946d8	1	1
e86c93dd-06a3-400b-b8d9-02da70bde1c4	1	1
617cf430-f450-48ad-9e09-233040a1bc6c	0	1
e76557e0-9b82-4bff-965a-5a68a72cf485	0	1
9e949a8a-bddd-4dba-997d-0b4094e9b55d	0	1
6bc5b0b6-f944-4aa2-8672-c4b4980d49ae	0	1
ad34c9b7-71b5-4057-a2fb-9bfd187c1252	1	1
bbddfccc-fa15-47bf-a08a-fb7ad6116ff9	0	1
783aa6b5-ee04-4c7e-93ad-adebc9234578	1	1
ae538af6-0c56-4ed0-a343-8fa88c178a57	0	1
61380fa3-330a-45b6-8e86-441f6bd3a5aa	1	1
c6fab4a3-3f65-4aca-a281-a2ec88448d98	0	1
a209c338-3fc2-4f65-afb9-5bd471f07582	1	1
c49427ed-0464-442a-8dd2-f9e48018fbe0	0	1
d6a10e2a-fee9-4311-a17d-4fbff8fe0fcc	0	1
2cd9164b-b5ea-4e40-929a-a8da7e4cc9d0	1	1
8a7a28e5-09a3-4384-8774-c5ac06eeb1a7	0	1
25a074e5-7bd9-4969-97b0-dcf12682414b	0	1
e2b35e17-7f27-41d7-af62-e58e8ccea1de	0	1
644fd5cf-98db-42d2-a923-6b93dc945d85	0	1
cbc26d55-d527-4206-a9b4-be8d2487879b	1	1
907666f3-fbde-4775-834f-f3a58c54c88e	0	1
3a0a844d-9832-4309-933f-f70a6e70fc23	1	1
ff2fa7f8-9c9b-45d7-a457-a70b5e01221d	1	1
cacdea61-6d6a-458d-b480-e82e75944972	0	1
b43aaf25-2daf-4c13-94ff-1778099afa2a	0	1
962d0a67-3a57-4196-a964-8ae3d720d703	0	1
352b4d82-9286-44bb-8d0f-57217a8f86b2	0	1
540af114-4421-45fa-a134-2fadb996dcf6	0	1
f703bd85-166f-4b30-84e5-68fe8061738e	0	1
55097c18-ad94-44e1-a1e0-1d4708724919	0	1
3a0c2cc4-fe1e-4382-8944-73bc8d64d852	0	1
92f2fd08-2515-4fb2-847e-a043a7bab657	0	1
d4736f01-2923-4871-812e-34cbebbdbd90	0	1
3e113292-cc10-428d-a819-e68b3bbe9799	0	1
bb3d4bd8-63cc-40fa-9634-18fce6751567	0	1
8d9849ee-5c01-4d7a-9fbd-eafab9cd847b	1	1
a2b1c410-0aa5-4985-aaa5-daad07354e2f	0	1
81cf5ac1-1b1f-4abb-a92b-d94a812cf0a7	0	1
cb539d68-6060-4d86-ad8b-e24aeb72c7bd	0	1
13143613-00b9-4628-ab57-d18fcbfdaf22	0	1
df6b6602-cb89-4044-8e09-3522d9746ea2	0	1
89b05681-f552-4c43-97b3-f8ac3f3282b4	0	1
c946dc7b-db75-4e1a-a50f-02882dd0bc9f	0	1
657ab517-8310-4467-8d1b-16b606ee2f1a	0	1
e87aa408-de8d-4b4b-93a0-cb61af0dd55d	0	1
d0831259-0aff-4e12-93c3-622fef589de6	0	1
b822626d-b521-4b1a-9bc9-ffb364846a08	0	1
395e5b7f-3f52-49b7-adc0-b660e9fc6935	0	1
2b0aadcd-0c34-4b27-85a3-69eee22dd772	0	1
ec1a60ba-329d-4b1e-90bf-3e6df55d08dc	1	1
1a8c28f5-1fe7-4a30-bffa-bcfd232dfe00	0	1
52ab5cff-0151-410d-b3fb-1117d87e2e25	0	1
e50d4864-f95a-4710-b4e2-e540661f43f2	1	1
446a97d2-58c3-4617-8478-0fa0ad131a7e	0	1
7a1a6ea2-568c-4e20-ac81-30e0291aaca6	1	1
8e74101e-ce23-44aa-b413-509b940f6bc8	1	1
b3e5e2a3-16ce-49ac-9d16-78ba6710ad1a	0	1
2d61ad33-ffd2-437b-8dc3-aa21ac33bb0d	1	1
f9cdc174-bf78-4aff-84b5-8bdfac318af0	0	1
a1b6e1e3-c52c-463f-b2da-71be7aaf222a	1	1
27e796bb-b391-45aa-bb85-89825fe7d899	0	1
7a493be1-3c8d-4083-ac99-01196841eb22	0	1
09109bf5-7fab-4db9-aee7-a4164a81dc18	0	1
c4e5fcff-ed7d-409e-ae66-c29bd4f86036	0	1
33b64b61-25e2-47ef-ad4e-5c137bbea076	0	1
ea8be491-7391-4ed1-8285-0d91c897f38a	0	1
27978256-de9d-4886-a3be-6119bb258d46	0	1
1e601985-a115-4d1f-a224-1000a4b16fca	0	1
ed70e580-e66e-43c5-ad1b-0e8032ddc86e	0	1
dcafbd78-3d68-41f3-ba9e-f07186c236c7	0	1
6c8d1a6e-d39e-4564-87e7-b02397d247fc	1	1
d9235863-9097-481a-a3db-b14a40a2fee6	1	1
36703e7c-5dd9-4cdd-ad8a-675036cac56a	0	1
f1d0055c-5c40-4071-9ffb-e081cc78faef	0	1
f698bdc4-5c10-42ee-9377-bddc95fe03d4	0	1
3ce8f230-efaa-49ad-8e7a-aa379eed1a80	1	1
7edeb5b1-297d-44fc-9abc-52f8752fcdf7	0	1
840a886c-8ac9-4176-8cb3-192244940bc1	0	1
83a896e8-e277-4c61-9712-24dc664eb99c	0	1
4978606a-ce37-4dee-866e-38ce7234f842	0	1
c6598502-97cd-4740-ae94-615ee9683e12	0	1
9a486ffe-900d-40fb-889b-4da4dff4d750	0	1
2f206aba-7e24-44c5-88a2-e0698040207c	1	1
7615e978-b759-45fd-8a5a-180ccb751833	0	1
0e4dee04-755f-4da0-b186-a46ef48c78e5	0	1
f4a130fb-5baf-47c7-a5d2-4214ce34df8a	1	1
937af9d3-73c8-4f90-b153-504d5d09d7f3	0	1
fb0d6431-900e-4aa3-909a-df3febb2a511	0	1
fea09e81-7776-458a-b5ca-74f9fb051f7c	0	1
22c71d1d-4925-4822-8c71-554107fd4500	0	1
35c33b9b-44e8-47de-aadc-1e4e4dd9cac5	0	1
5e8f9842-6558-414b-8411-d93c0de70149	1	1
6b6cd864-0ae7-41e5-8539-61b74a550169	0	1
e27a2115-bdc2-48e2-88a0-576e240c843c	0	1
ba433886-5d3e-424e-8de9-00ca913f7103	0	1
506d6993-d0a5-414a-b310-4503a9395721	1	1
f90233bd-9b62-419a-9127-c7fc2d50ed32	0	1
7e1fd125-9b14-4fe3-a5f8-544da01fe824	1	1
d222f54c-2b9c-4872-bcd8-d1adec7dccba	1	1
5b0a09f4-6caa-4185-bf98-e9e5b3a5bdaa	0	1
aa527e93-13b2-4a1a-9eea-9c08bec09df4	0	1
7016ad29-913e-43a6-85f3-28a5d00d0c09	0	1
9e8b6953-e03f-4d24-b4d2-af40a0866c2e	0	1
947c6a4a-922d-4fc1-9ea7-a34e145f825a	0	1
bf89e4d5-65a4-4234-9230-399e1f3dacd4	0	1
7f5e7773-1a8e-40dd-9d5b-d74c563ec618	0	1
638e6180-b6ce-47ed-bbe9-40c0637b1353	0	1
ccd7d6d6-14f4-4661-81db-f874afbd16d2	1	1
847191b8-5ff3-4eb3-8a6b-bdd42054ebdf	0	1
70697e04-1475-438f-ab9a-27d40ff48213	0	1
7aaee3b5-baeb-46ed-aa4c-887bee7b7c35	0	1
885ae57c-2215-4966-b90a-0a3097af741d	0	1
f7c7f25e-b341-4f4f-a605-b4cad31b8dc0	0	1
4cf0fc62-4eee-479d-bcc9-85045a0e3c64	1	1
6f2e009c-814b-4fe2-896a-c6bec63a7853	0	1
55d752b5-9a29-4da2-b6a6-da5904626ee6	0	1
86300257-69e3-45a0-bbea-b32a273dfd24	0	1
36b22461-d40a-45f1-8d82-3ca2e3f1f7a6	0	1
8a8e0483-aaec-4e5a-ae71-093c1dc3fce0	0	1
98b5eded-3d1a-411d-94ad-ff8009dbb7a2	1	1
66bddfab-cf66-4c19-86d5-406119eb0ba4	0	1
1c87ea03-1d47-43d7-b3c5-3c255cbfb782	0	1
4541c201-bae6-447b-87fa-dcfe4631c718	0	1
cf727ec7-4e31-46c4-b1d4-d99eda23b19f	0	1
d8ca93a2-1848-4480-be73-82313c523d93	0	1
ab4812e3-fd72-4912-bc74-db6cea5267fe	1	1
da249a0b-41c3-4a04-9f23-a58fc1649e6e	0	1
7211f1eb-357f-4df2-8270-087185dc7aa5	0	1
f8e2b002-ca3b-4e1f-8db8-74ec0cf8b657	0	1
be03334e-2d9e-4326-84c1-52517307b98a	0	1
42a73bb1-cc12-4b4f-b6bd-788296a99ce9	0	1
296ced0e-6cf2-4a02-a06c-0c9a2b47c1b1	0	1
f5db3d40-85c9-4578-aad6-c687232aa67d	1	1
ae785507-afa8-4c05-a328-00c7d461a9ce	0	1
af4bd0a7-d855-4872-b1b3-07d7ec6ed4df	1	1
8a13374a-d82e-49f3-9173-d2997fbcc701	1	1
dcece54e-5676-4345-8a42-8cc2f9caaddc	1	1
abd27457-b755-449e-97d1-84b5ee970a37	1	1
b0c1dd62-4d0a-4136-b6b0-4201829d23ef	0	1
c0724859-e884-4981-85a0-3e6fa2a38627	1	1
9d4ee36f-46fb-4494-9211-178df42763bf	1	1
e835fc14-6ebf-4ba1-a601-068cba609cc4	0	1
6df4fb45-e6fe-4b24-ba86-05331024a25c	0	1
9b464514-d4c6-47a0-855e-7cf0d93fcdfd	0	1
3de0d454-326b-4538-bf89-bca15bb8f233	0	1
2c01997c-600c-4904-942a-8084b38efdb6	1	1
ed43328d-cc15-454f-906b-0d2cc34f8fe1	0	1
da95452b-24e7-4205-ad81-86f2c75f1e56	1	1
a0d4f35c-c3df-4bbb-a8f7-3948e20758b1	1	1
b8c4a1a9-8236-4195-bab5-8c5f9abd3350	0	1
ff1954d6-7b22-4766-90a4-0e14306c43fd	0	1
0970bc21-28f2-4c10-ad13-05aa8af597cc	0	1
538587ec-f680-40de-bb3c-82e22db8d16e	0	1
7718e2a6-aff2-4c4c-956d-4dd16c6eb61c	1	1
9bb6b8c1-d5cd-4868-913c-85757ab40411	0	1
af73191b-fad8-4ab0-939e-2aa18a9088df	0	1
5cb8253f-fb6a-46f5-87fa-88c2ed85153f	1	1
89c92147-9d53-40bc-af21-67a61e8add66	0	1
23989242-ffd1-4268-b183-d72790a991f9	0	1
9c25e938-616d-4e72-bac3-f06c14fb3632	0	1
28068a86-1734-4b5d-9afb-4fdfb236f2f0	0	1
ddce296d-cd4b-45a4-a95b-28b1ac9478c1	1	1
798b31bc-4274-41e0-b16b-654a6dd18fbe	0	1
9b4cf6f8-990a-4fe7-886a-bc6b7ad267f7	1	1
51b762fc-2bc5-4d46-be36-45fb682341d1	1	1
dc39e6f2-a693-48c9-aec4-cf256a33e05a	0	1
086aed26-382d-4674-88d4-65d4435b80b4	1	1
ca68b73b-97d4-4f69-91ad-5b7ee619ed5a	0	1
b5515662-56f1-4e0c-b53d-222bcbc2843a	0	1
443aa3d8-873a-4704-9412-aba237aad3ea	0	1
d0ae8d9f-d7ca-4d5c-bcdc-5e7313b89fd8	0	1
254cd215-b2c9-4a52-a1e5-e8edbc395f74	0	1
0b97d9bc-8e9d-4b1b-b540-bba3b87e35e3	0	1
f973caf8-2317-42ae-87fc-9910b8518239	0	1
1ed6098e-f8df-428b-9901-62928a9c9d8e	1	1
b250b556-1045-4be9-b248-4aab1335d33b	0	1
c5308ce5-724e-4d39-89a6-8a6d88db1268	0	1
1ec3719c-d3f9-4756-96b3-ba41c0c8b36a	1	1
a4e79e1c-af96-40d7-ba26-f72edc1aa694	1	1
35b4e432-59d0-48d6-9135-2d955165c938	0	1
5f127525-0170-482f-8da6-18a51ab4c34f	1	1
9672b9e0-9d67-4b97-b8fb-f092712755a0	0	1
8c0c9b09-2694-4421-8163-4dfa61499927	1	1
803166a4-a4bd-4c22-a9c0-b43dc7e177a5	0	1
7606b5ee-cb15-412a-a610-8774b18d21e7	0	1
975cfaf0-4f29-456e-81af-8bba375cb6f4	0	1
f370592e-ee87-45d3-9519-e4a13fcf3306	0	1
98dc252b-37c7-4942-8659-a4d2232a5fd8	1	1
c04367e3-7cdb-4567-b504-b8d87cb0d364	0	1
716705ee-a101-4fd7-ab05-aaa3486d14db	0	1
cf04ecc3-9059-4da7-8aa8-c3b480954283	0	1
2add3650-8a73-4b8f-892c-063f2edf3ebd	0	1
28f2abd2-01ac-4fca-9621-6490cf193e20	0	1
a0610a74-555f-4337-a8dd-13c1869fc0d4	1	1
671bba4e-b8fe-4fb7-b7b9-70bbaf93efa2	0	1
aa887b60-72f2-44c7-b7fc-62867edea7ea	0	1
657947db-c4ed-4a77-b54d-0dcd35438a28	0	1
626f3380-e85d-416a-b3c9-0b14cc66c1bf	0	1
5356e48b-9f2c-47e2-939c-57716778a2f2	0	1
37219ad3-e41f-4e41-8170-8531bc0bc78c	0	1
bb580def-1579-4a63-a663-cfe3ecca1592	0	1
c0d7bb26-55f2-4480-ab30-6e912ed6ec35	0	1
df9f357d-23e8-456f-b53a-de1367249aa4	0	1
9aa44c56-238a-4bbd-9456-de8a9de0192c	1	1
d151aa58-2db8-4c9b-9cf4-9833095698a5	0	1
0deb2af0-d625-4c30-b590-ce3d97c6f735	1	1
33c41a0f-5c4a-4efa-86ad-2e87a4c07654	0	1
a4d81577-dc54-4462-879d-2503bb3483ed	1	1
3c795042-b34d-4e53-adfc-1ff5d0d9f91c	0	1
ee437e56-c7d5-4574-a57e-ea5d73741c8c	0	1
96fcd069-56a8-4d96-a7d1-3255073346be	1	1
12ec8512-8945-44ac-99d3-2b9910febd8a	0	1
c8424fa4-42c6-41a2-8733-7252eb10be98	0	1
2fde25eb-92fd-4bfe-9bb4-0614a685f0b5	0	1
fdd64e17-be41-431b-94c8-4d0d2f6ae66f	0	1
1c4498d9-fdaa-403e-80b6-e46a487abfb9	0	1
6603ea16-e0cd-4907-b234-15e73f05337d	0	1
652afaf7-039c-4217-8141-a2b6916c8593	0	1
a2a1052d-98d6-4a27-bb8f-82ab1d9e886c	0	1
adb1a901-817c-40c5-a26e-532dc9098eaf	0	1
facad75d-2df7-4ff9-a568-da567d54f8df	0	1
05ef59f9-29a0-4a18-801f-28c0a641f14d	1	1
778da1fd-c051-4440-bdde-ac1d34e51e75	0	1
3b95bed7-23a9-4728-90ba-83a6cfe558e7	1	1
bd37b123-fa10-44fa-9ac5-32b66182dd41	0	1
7dd2b706-38f4-4ab3-9d9a-7611b2518e47	1	1
0a09e2ed-7499-4558-8ac9-6c027f4c242b	1	1
f8392d8b-7658-47a0-86a4-a5882e45dd80	1	1
2825425a-fb6a-489a-b01b-d7c21e4be389	0	1
0db6c18f-de72-47de-8d59-c2eca4c28cdd	0	1
7fe9803c-1d63-4f4d-87be-f71b82938b22	0	1
950b6a85-a87a-4032-9708-a51cc142afd9	0	1
6cd416af-6635-46ac-9f7e-5d57f014b399	0	1
7703626b-a2fb-4e5d-b3d1-76a1fd87fbfe	0	1
b59cd7d3-b1af-4ec2-adc0-00f83835285d	0	1
d17e6721-326b-4e3f-81b5-722881ccb961	0	1
d0624d05-91b0-4e0d-8c0e-007135e92de8	0	1
9bf2c31c-ffcf-4685-9a23-2fae4b830508	0	1
ee805c6b-033c-441b-8a87-45e095c3512c	1	1
4a865215-da63-49cf-a94d-1f01a58cbdde	0	1
5b2f4b14-60d1-4571-ba28-862115aea0c9	0	1
93231949-928d-4ad4-9fb8-44c038620def	0	1
